Marka,Seri,Model,Başlik,Yakit,Vites,Kilometre,Yil,Price;
Fiat,Linea,1.4 Fire Pop,Temiz 2017 model liena,Benzin,Manuel,47.600,2017,73.750 TL;
Volkswagen,Polo,1.2 Trendline,2012 MODEL ORJİNAL HATASIZ 90 BİN KM,Benzin,Manuel,90.000,2012,79.000 TL;
Volkswagen,Polo,1.4 Comfortline,eSaS Autodan 2010 Model Polo Comfortline,Benzin,Manuel,149.000,2010,75.500 TL;
Ford,Fiesta,1.25 Flair,sahinden.bayramda arabasız. gecirmeyin.,Benzin,Manuel,140,1998,17.500 TL;
Hyundai,i20,1.2 MPI Style,ERDILLER'DEN 2016 İ20 1.2 STYLE 84HP CAM TAVAN SADECE 40.000 KM,Benzin,Manuel,40.000,2016,102.750 TL;
Fiat,Egea,1.4 Fire Easy,2020 çıkışlı Boyasız 1.500 kmde poşetleri üzerinde,Benzin,Manuel,1.500,2019,94.750 TL;
Fiat,Egea,1.4 Fire Easy,BOYASIZ-2017 FİAT EGEA 1.4 EASY 40.000 KM DE İLK-EL,Benzin,Manuel,40.000,2017,82.750 TL;
Toyota,Auris,1.33 Life,AMT AUTO DAN 2017 MODEL TOYOTA AURİS,Benzin,Manuel,29.000,2017,100.000 TL;
Chevrolet,Kalos,1.4 SX,E R E N de 2005 Chevrolet Kalos 1.4 16V SX 128.000 Km Klima ABS,Benzin,Manuel,128.000,2005,38.750 TL;
Skoda,Forman,135 L,ihtiyactan,Benzin,Manuel,121,1992,14.500 TL;
"Toyota,Corolla,1.33 Comfort,""2011 model GARAJ ARABASIDIR, ÎHTÎYAÇTAN DOLAYI ACÎL SATILIKTIR.!!"",Benzin,Manuel,94.000,2011,75.000 TL";
Seat,Ibiza,1.2 TSI Reference,2016 Seat Ibiza 1.2 TSI Referance Plus,Benzin,Manuel,49.000,2016,85.500 TL;
Volkswagen,Passat,1.4 TSI BlueMotion Exclusive,İLK SAHİBİNDEN-33 BİN KM-HATASIZ-GARAJ ARABASI,Benzin,Manuel,33.000,2013,169.500 TL;
Nissan,Micra,1.2 Passion,NİSSAN MİCRA 1.2 PASSİON_YENİ KASA_2013_74.500KM,Benzin,Manuel,74.500,2013,69.000 TL;
Volkswagen,Scirocco,1.4 TSI Sportline,kırmızı....,Benzin,Manuel,106.000,2012,98.000 TL;
Volkswagen,Polo,1.4 Trendline,2008-Boyasız-1 .4Trendline-89 .ooo-Km-Servis Bakımlı(GARAJ ARABSI),Benzin,Manuel,90.000,2008,68.750 TL;
Hyundai,i20,1.2 D-CVVT Sense,i 20 en fullu tertemiz yakit cimrisi,Benzin,Manuel,125.000,2013,55.500 TL;
Fiat,Linea,1.4 Fire Pop,48.000 KM DE LINEA POP,Benzin,Manuel,48.524,2015,53.250 TL;
Toyota,Corolla,1.6 Terra,MURAT OTOMOTİV'DEN 2006 TOYOTA 1.6 TERRA ** SADECE 92.200 km.de,Benzin,Manuel,92.000,2006,66.500 TL;
Chevrolet,Spark,1.2 LS,CEVROLET SPARKK TEMIZ ORJINAL ARAC ISTEYENE,Benzin,Manuel,197.000,2010,51.500 TL;
Renault,Megane,1.6 Joy,sahibinden orjinal megane,Benzin,Manuel,24.250,2018,124.500 TL;
Volkswagen,Polo,1.2 TSI Comfortline,Acil Acil Acil !!!,Benzin,Manuel,88.500,2014,94.000 TL;
Toyota,Corolla,1.33 Life,2017 Çıkışlı Yeni Kasa Toyota Corolla 1.33 Life*Hatası­z-Boyasız*,Benzin,Manuel,77.000,2016,104.950 TL;
Opel,Astra,1.6 Edition,2014 OPEL ASTRA J 1.6 EDİTİON 5 K - 40.000 KM'de -,Benzin,Manuel,40.000,2014,97.750 TL;
Opel,Corsa,1.2 Essentia,Sahibinden 1.2 benzinli Corsa 2004 model,Benzin,Manuel,205.000,2004,41.750 TL;
Opel,Insignia,1.6 T Edition Elegance,Erkuş autodan bu kmde yok,Benzin,Manuel,105.000,2011,90.000 TL;
Mitsubishi,Lancer,1.5 Invite,MEMURDAN ACİL SATILIK,Benzin,Manuel,97.000,2008,77.000 TL;
Opel,Astra,1.6 Comfort,2003 Opel Astra Comfort,Benzin,Manuel,218.400,2003,40.500 TL;
Toyota,Corolla,1.33 Life,acil satılık Toyota corolla,Benzin,Manuel,57.000,2016,101.500 TL;
Seat,Leon,1.4 TSI FR,Sahibinden Dolu Emek Verilmiş Temiz Fr,Benzin,Manuel,38.000,2017,167.500 TL;
Toyota,Corolla,1.6 Sol,SATILIK 2005 MODEL COROLLA SOL HATASIZ,Benzin,Manuel,165.000,2005,71.750 TL;
Renault,Megane,1.6 Joy,MEMURDAN HATASIZ BOYASIZ 8.500 KM,Benzin,Manuel,8.500,2018,137.000 TL;
Seat,Ibiza,1.4 Style,HATASIZ BOYASIZ DEĞİŞENSİZ EKSTRALI,Benzin,Manuel,109.800,2015,82.750 TL;
Volkswagen,Jetta,1.4 TSI BlueMotion Comfortline,SAHİBİNDEN 2016 JETTA 1.4TSI BMT COMFORTLİNE,Benzin,Manuel,77.000,2016,138.500 TL;
Peugeot,208,1.2 VTi Active,Demirağ Autodan Peugeot 208 1.2 Activel,Benzin,Manuel,53.000,2012,83.000 TL;
Ford,Focus,1.6 Ti-VCT Style,HATASIZ 2016 MODEL 13.000 KMDE FOCUS STYLE PAKET,Benzin,Manuel,13.000,2016,123.750 TL;
Renault,Clio,1.2 Authentique,2004 RENAULT CLİO 1.2 AUTHENTİQE KESİNLİKLE MASRAFSIZ AİLE ARACI,Benzin,Manuel,162.000,2004,34.850 TL;
Hyundai,i20,1.2 MPI Style,GARANTILI HATASIZ 23 BINDE,Benzin,Manuel,23.000,2018,109.500 TL;
Volkswagen,Passat,1.4 TSI BlueMotion Trendline,2014 MODEL PASSAT 1.4TSİ 65.000KM DE,Benzin,Manuel,65.000,2014,115.500 TL;
Renault,Megane,1.4 Authentique,2007 Model Megane 2,Benzin,Manuel,187.000,2007,52.500 TL;
Seat,Ibiza,1.2 TSI Reference,Sahibinden temiz Ibiza 1.2 TSI Reference Plus,Benzin,Manuel,42.977,2016,98.000 TL;
Volkswagen,Passat,1.4 TSI BlueMotion Trendline,SAHIBINDEN 2017 CAM TAVANLI ORJINAL 35000 KM DE TEMIZ ARAC,Benzin,Manuel,36.000,2017,202.500 TL;
Renault,Clio,1.2 Joy Plus,Sıfır niyetine 14.12.2018 cıkışlı fabrika garantili 10 bin km de,Benzin,Manuel,10.500,2018,93.500 TL;
Volkswagen,Golf,1.4 TSI Highline,SAHİBİNDEN 1.4TSİ HİGHLİNE MANUEL CAM TAVAN,Benzin,Manuel,125.000,2013,134.000 TL;
Volkswagen,Jetta,1.2 TSI BlueMotion Comfortline,HATASIZ DEĞİŞENSİZ TRAMERSİZ GARANTİSİ DEVAM EDİYOR 1.2 BMT,Benzin,Manuel,68.000,2016,138.500 TL;
Peugeot,208,1.2 VTi Access,Boyasız değişensiz 208,Benzin,Manuel,115.000,2013,62.500 TL;
Seat,Leon,1.2 TSI Style,SAHİBİNDEN TERTEMİZ SIFIR GİBİ Leon 49 Bin km!,Benzin,Manuel,49.500,2015,116.000 TL;
Volkswagen,Jetta,1.4 TSI Highline,SAHİBİNDEN JETTA HİGHLİNE,Benzin,Manuel,135.000,2012,119.500 TL;
Volkswagen,Golf,1.4 TSI Highline,2014 GOLF 1.4 TSİ HİGHLİNE BOYASIZ,Benzin,Manuel,55.000,2014,152.000 TL;
Hyundai,i10,1.0 D-CVVT Jump,İlk Elden Hyundai İ10 Garantili Tertemiz,Benzin,Manuel,45.000,2017,81.750 TL;
Renault,Megane,1.3 TCe Joy,RENAULT MEGANE 4 JOY 1.3 TCE 140 HP,Benzin,Manuel,7.500,2019,136.600 TL;
Volkswagen,Golf,1.6 FSI Comfortline,çiçek gibi sıfır ayarında golf,Benzin,Manuel,215.000,2004,53.000 TL;
"Opel,Corsa,1.2 Essentia,""Sıfır kokusu üstünde,hatasız kazasız 2019 OPEL CORSA"",Benzin,Manuel,16.000,2019,97.000 TL";
Audi,A3,A3 Sportback 1.2 TFSI,Hatasiz Boyasız Degisensiz Audi A3 Sportback,Benzin,Manuel,138.200,2012,98.500 TL;
Renault,Clio,1.2 SportTourer Joy,METAL2 ANKARADAN CLİO SPORT TOURER BOYASIZ,Benzin,Manuel,42.300,2018,87.900 TL;
Renault,Megane,1.6 Joy,SAHİBİNDEN 24 bin de,Benzin,Manuel,24.150,2017,111.250 TL;
Ford,Fiesta,1.1 Trend,Yeni kasa Fiesta 51 bin km ekspertiz yeni,Benzin,Manuel,51.000,2017,88.500 TL;
"Opel,Astra,1.4 T Sport,""TAKASLI DÜŞÜK KİLOMETRELİ LOVATO LPG Lİ 2013 1,4T 140BG"",Benzin,Manuel,55.000,2013,98.500 TL";
Ford,Focus,1.0 EcoBoost GTDi Titanium,ford focus fuul+fuull,Benzin,Manuel,74.000,2013,105.500 TL;
Volvo,V40,1.6 T4 Advance,Fuar Arabası özel sipariş 80 bin km,Benzin,Manuel,80.000,2012,180.000 TL;
Renault,Clio,1.2 Joy,-AUTO KONAK-2015 CLİO JOY/GÜNDÜZ LED/ BAKIMLI/RENKLİ KOLTUKLAR,Benzin,Manuel,79.000,2015,73.800 TL;
"Seat,Ibiza,1.2 TSI Reference,""BU FIRSAT KAÇMAZ..ÇOK TEMİZ, 10.000 KM'DE. ÇİZİK YOK... BAYANDAN"",Benzin,Manuel,10.700,2016,92.900 TL";
Volkswagen,Golf,1.6 FSI Comfortline,***SAHİBİNDEN GOLF 5***,Benzin,Manuel,152.000,2005,69.250 TL;
Renault,Symbol,1.4 Expression Plus,DİZEL 85 HP ÇOK DÜŞÜK KM 95 BIN KM HASAR KAYDI YOK,Benzin,Manuel,95.000,2010,62.500 TL;
Lada,Samara,1.5,2000 MODEL LADA SAMARA BENZİNLİ,Benzin,Manuel,112.000,2000,13.750 TL;
Ford,Focus,1.6 Ti-VCT Trend X,BOYASIZ KAYITSIZ DEĞİŞENSİZ FUL BAKIMLI SINIF ARAÇ,Benzin,Manuel,125.000,2015,104.500 TL;
Renault,Megane,1.6 Touch,2019 Model Megane 4 TOUCH,Benzin,Manuel,4.500,2019,140.000 TL;
Volkswagen,Scirocco,1.4 TSI Sportline,HATASIZ BOYASIZ TRAMERSİZ 120.000KM K.AYNA-FAR SENSÖRÜ,Benzin,Manuel,120.000,2013,135.000 TL;
"Volkswagen,Jetta,1.2 TSI BlueMotion Comfortline,""2017 Sahibinden İçi Bej KARA ELMAS, Tramersiz-Deği şensiz-Boyasız"",Benzin,Manuel,41.328,2017,146.500 TL";
Volkswagen,Jetta,1.4 TSI Comfortline,Sahibinden orjinal jetta,Benzin,Manuel,86.750,2012,113.750 TL;
Seat,Leon,1.2 TSI Style,-İLK GELEN ALIR - LEON - KAZASIZ - DEĞİŞENSİZ -_TRAMERSİZ,Benzin,Manuel,134.000,2014,108.500 TL;
Seat,Ibiza,1.4 Style,2015 1.4 styla paket Seat İbiza 166.000 kmde,Benzin,Manuel,165.000,2015,77.500 TL;
Toyota,Corolla,1.6 Advance,AİLE ARABASI DÜŞÜK KM Lİ ARAYANA FİYAT DÜŞTÜ,Benzin,Manuel,56.000,2015,117.000 TL;
Opel,Astra,1.6 Edition Plus,...2018/MODEL/OP­EL/ASTRA/1.6.EDİ­TİON/PULUS/ARAÇ/­SIFIR/DENGİNDE..,Benzin,Manuel,11.700,2018,115.000 TL;
Hyundai,i10,1.0 D-CVVT Jump,S4HİBİNDEN SATILIK 2017MODEL 48BİNDE ORJİNAL NOKTA HATASIZ I10,Benzin,Manuel,48.000,2017,76.500 TL;
Volkswagen,Passat,1.6 FSI Comfortline,Sahibinden Fırsat Aracı...,Benzin,Manuel,192.312,2008,87.500 TL;
Volkswagen,Golf,1.2 TSI Comfortline,1.2 TSI GOLF,Benzin,Manuel,85.300,2014,133.750 TL;
Volkswagen,Polo,1.4 Trendline,SAHİBİNDEN TERTEMIZ BIBLO,Benzin,Manuel,163.000,2002,45.000 TL;
Toyota,Auris,1.6 Elegant,ÖZONUR OTOMOTİV'DEN 2010 TOYOTA AURİS 1.6 ELEGANT 'EXTRALI',Benzin,Manuel,101.000,2010,95.750 TL;
Volkswagen,Polo,1.4 Comfortline,VOLKSWAGEN POLO AĞIR BAKIMLARI YAPILDI,Benzin,Manuel,199.098,2010,57.000 TL;
"Opel,Corsa,1.2 Twinport Essentia,""TÜRKİYE,de BU TEMİZLİKTE TEKTEN HATASIZ"",Benzin,Manuel,99.000,2014,76.500 TL";
Renault,Symbol,1.2 Joy,RENAULT SYMBOL 1.2 JOY BEZİNLİ HATASIZ 23.000 KM.DE,Benzin,Manuel,23.000,2016,82.500 TL;
Hyundai,Accent Era,1.4 Team,115 BİNDE 2. SAHİBİNDEN TEMİZ ERA,Benzin,Manuel,155.540,2010,60.000 TL;
Fiat,Punto,Grande 1.4 Fire Dynamic,memurdan düşük km,Benzin,Manuel,108.000,2010,58.000 TL;
Ford,Focus,1.6 Titanium,AYDOGAN PREMİUM 2010 MODEL FORD FOCUS 1.6 Titanium (6.000)KM,Benzin,Manuel,6.000,2010,118.000 TL;
Hyundai,Getz,1.4 DOHC Start,2010 HUNDAİ GETZ 1.4 DOHC BENZİN+MANUEL HATASIZ,Benzin,Manuel,128.627,2010,54.750 TL;
Opel,Corsa,1.2 Twinport Essentia,tr de tek fiyata,Benzin,Manuel,260.000,2008,39.250 TL;
Opel,Astra,1.6 Edition,SUR DAN 2018 MODEL ASTRA. HATASIZ. BOYASIZ . SADECE . 8 BIN KM.,Benzin,Manuel,8.000,2018,119.750 TL;
Volkswagen,Jetta,1.2 TSI BlueMotion Comfortline,GERZOĞLU'NDAN 2015 MODEL VW JETTA 1.2 TSİ BMT COMFORTLİNE,Benzin,Manuel,136.000,2015,124.000 TL;
Fiat,Albea,1.2 SL,Tertemiz masrafsız araç,Benzin,Manuel,240.000,2003,30.000 TL;
Seat,Leon,1.6 Stella,aranan araç bulundu 10 numara,Benzin,Manuel,278.000,2001,43.500 TL;
Mitsubishi,Carisma,1.8 GDI Avance,Emsalsiz mitsubishi carisma,Benzin,Manuel,270.000,2001,29.750 TL;
"Skoda,Fabia,1.2 Ambiente,""Skoda Fabia 79,000 km"",Benzin,Manuel,79.800,2011,67.500 TL";
Opel,Vectra,1.6 Comfort,2004 Model Temiz Vectra,Benzin,Manuel,300.000,2004,49.900 TL;
Volkswagen,Golf,1.6 FSI Comfortline,model yükselteceğim için satıyorum,Benzin,Manuel,233.000,2005,55.000 TL;
Dacia,Solenza,1.4 Rapsodie,EMSA KAHYAOĞULLARINDAN 2004 MODEL 1.4 DACIA SOLENZA,Benzin,Manuel,106.000,2004,26.000 TL;
Skoda,Octavia,1.4 TSI Elegance,ACİLL SAHİBİNDEN 2010 SKODA OCTAVİA 1.4TSİ/ELEGA­NCE/ORJİNAL,Benzin,Manuel,135.000,2010,88.000 TL;
Renault,Twingo,1.2 Pack,Tweejeep Şirin Baba Satışta,Benzin,Manuel,290.000,1998,33.000 TL;
Volkswagen,Polo,1.2 TSI Allstar,EMEKLİ İMAMDAN ORJİNAL,Benzin,Manuel,38.000,2016,116.000 TL;
Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,GENÇLER AUTO'DAN İLK EL SADECE 7.000 KM'DE 2018 BLUE MODE PLUS,Benzin,Manuel,7.000,2018,108.000 TL;
Peugeot,107,1.0 Trendy,2008 Sahibinden 100 km hatasız,Benzin,Manuel,100.000,2008,48.500 TL;
Opel,Astra,1.6 Edition Plus,0 ayarında extralı edition plus,Benzin,Manuel,17.500,2017,113.000 TL;
Opel,Astra,1.6 Edition Plus,0 ayarında extralı edition plus,Benzin,Manuel,17.500,2017,113.000 TL;
Volkswagen,Passat,1.4 TSI BlueMotion Trendline,_ONUR OTOMOTİV_2015 PASSAT 1.4 TSİ TRENDLİNE HATASIZ BOYASIZ,Benzin,Manuel,99.500,2015,151.000 TL;
Seat,Leon,1.6 Signo,BU FİYATA 2001 MODEL 1.6 SİGNO PAKET 95 BİN KM DE BULAMAZSIN,Benzin,Manuel,95.000,2001,55.000 TL;
Fiat,Egea,1.4 Fire Easy,*dokay2'den*2019 Egea 1.4 Fire Easy 'ANINDA KREDİ',Benzin,Manuel,5.225,2019,91.500 TL;
Volkswagen,Jetta,1.4 TSI Midline,ÖZDAĞ- -2008 MODEL JETTA 1.4 TSI 182 BİN KM MASRAFSIZ BAKIMLI,Benzin,Manuel,182.700,2008,66.750 TL;
Volkswagen,Golf,1.2 TSI Comfortline,2016 golf 7 55bin kmde yeni nesil euro 6 motor,Benzin,Manuel,55.000,2016,138.500 TL;
Seat,Ibiza,1.0 EcoTSI Style,Sahibinden temiz,Benzin,Manuel,33.000,2017,99.000 TL;
Lada,Vega,1.5,LADA VEGA 1999 MODEL,Benzin,Manuel,218.000,1999,20.500 TL;
Hyundai,Getz,1.4 DOHC Start,Arzum Otomotiv'den 2011 Getz 1.4 Benzinli 154 Bin Km,Benzin,Manuel,154.100,2011,52.750 TL;
Opel,Corsa,1.0 Color Edition,GÜMRÜK ÇIKIŞLI 165.000 KM DE HATASIZ BOYASIZ,Benzin,Manuel,165.000,2000,34.900 TL;
Ford,Fiesta,1.4 Titanium,Temiz Fiesta 60.000 km,Benzin,Manuel,60.000,2010,62.000 TL;
Renault,Symbol,1.2 Joy,2016 MODEL RENAULT SYMBOL 1.2 JOY KAÇIRMAYIN,Benzin,Manuel,73.000,2016,65.000 TL;
Toyota,Yaris,1.0 Life,HB MOTORS 2015 TOYOTA YARİS 1.0 BOYASIZ 3.900 KM'DE TR'DE TEK,Benzin,Manuel,3.900,2015,93.000 TL;
Volkswagen,Golf,1.4 TSI Highline,2012 VW 1.4 TSİ (HIGHLİNE) GOLF (120.000KM ) MANUEL,Benzin,Manuel,120.000,2012,106.000 TL;
Mini,Cooper S,1.6,KUSURSUZ MANUEL MINI COOPER S,Benzin,Manuel,158.000,2008,97.000 TL;
Volkswagen,Passat,1.4 TSI BlueMotion Trendline,1 CM BOYA ÇİZİK EZİK YOK!! CAM.TAV+HIZ .SABİT+IŞIK PAK+GÜRÜŞ PAK,Benzin,Manuel,19.000,2018,210.000 TL;
Volkswagen,Jetta,1.4 TSI Comfortline,KİP OTODAN,Benzin,Manuel,238.000,2012,77.500 TL;
Toyota,Avensis,1.6 Advance,2017 Model Avensis,Benzin,Manuel,20.200,2017,158.000 TL;
Volkswagen,Golf,1.6 Variant,tokat erbaa,Benzin,Manuel,250.000,2005,65.000 TL;
Volkswagen,Jetta,1.2 TSI Trendline,sahibinden düşük kilometre temiz masrafsız,Benzin,Manuel,66.000,2012,100.006 TL;
Volkswagen,Golf,1.6 Variant,tokat erbaa,Benzin,Manuel,250.000,2005,65.000 TL;
Volkswagen,Jetta,1.2 TSI Trendline,sahibinden düşük kilometre temiz masrafsız,Benzin,Manuel,66.000,2012,100.006 TL;
Hyundai,Accent Era,1.4 Team,İLK ELDEN 53 BİN KM. HYUNDAI ERA,Benzin,Manuel,53.000,2010,71.500 TL;
Renault,Symbol,1.2 Expression,*NASİP*'TEN 2012 MODEL HATASIZ RENO CLİO SYMBOL 1.2 EXPRESSİON,Benzin,Manuel,75.000,2012,59.750 TL;
Peugeot,206,1.4 XR,2000 MODEL 1.4 XR BENZİN Lİ PEUGEOT 206 ŞEYTAN KIRMIZISI,Benzin,Manuel,175.000,2000,34.500 TL;
Renault,Symbol,1.2 Touch,SAHİBİNDEN EN FULL PAKET TOUCH,Benzin,Manuel,65.000,2015,68.500 TL;
Renault,Megane,1.6 Expression,tertemiz MEGANE arayana,Benzin,Manuel,242.000,2001,34.500 TL;
Renault,Clio,0.9 TCe Touch,BATU OTO'DAN İLK SAHİP '' CLİO TOUCH KUSURSUZ '' TURBO,Benzin,Manuel,130.000,2012,73.500 TL;
Opel,Corsa,1.2 Enjoy,OPEL CORSA,Benzin,Manuel,157.000,2007,52.999 TL;
Volkswagen,Golf,1.4 TSI Allstar,2016 MODEL 38 KM HATASIZ BOYASIZ HASAR KAYITSIZ TERTEMİZ ARAÇ,Benzin,Manuel,38.500,2016,148.750 TL;
Dacia,Logan,1.2 Ambiance,2016 çıkışlı geniş aile aracı,Benzin,Manuel,87.000,2015,64.000 TL;
Audi,A3,A3 Sportback 1.6 FSI,ÜÇBEY MOTORS'DAN -- 2006 AUDİ A3 1.6 SPORTBACK SLİNE CAM TAVAN,Benzin,Manuel,245.000,2006,73.900 TL;
Toyota,Corolla,1.6 Life,ILICALIDAN HATASIZ BOYASIZ 2018 model1.6 Toyota LİFE,Benzin,Manuel,38.000,2018,125.000 TL;
Volkswagen,Polo,1.4 Trendline,Bayram Fırsatı Ruhsat Sahibinden Vw POLO,Benzin,Manuel,178.000,2009,53.750 TL;
Peugeot,308,1.6 VTi Premium Pack,PEUGEOT 308 1.6 PREMIUM CAM TAVAN,Benzin,Manuel,130.000,2011,85.000 TL;
Seat,Leon,1.4 TSI FR,HATASIZ//BO­YASIZ//2014 Seat Leon Fr 104.000 km -Erc Otomotiv-,Benzin,Manuel,104.000,2014,138.500 TL;
Ford,Focus,1.6 Trend,2009 FORD FOCUS 1.6 İLK ELDEN 57.000 KMDE YETKİLİ SERVİS BAKIMLI,Benzin,Manuel,57.000,2009,74.500 TL;
Peugeot,106,XR,Acil Sıkıntısız 151.000km 106 XR,Benzin,Manuel,151.000,1998,22.500 TL;
Chevrolet,Aveo,1.2 SE,BOYASIZ-İLK EL-89.000 KM-AVEO-1.2-SE-HAVA YASTIK-KLİM­A-ELEKT.CAM,Benzin,Manuel,89.000,2006,43.850 TL;
Renault,Symbol,1.2 Joy,1.2 JOY SYMBOL,Benzin,Manuel,120.000,2013,61.500 TL;
Renault,Symbol,1.2 Joy,1.2 JOY SYMBOL,Benzin,Manuel,120.000,2013,61.500 TL;
Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,accent blue,Benzin,Manuel,41.000,2016,91.000 TL;
Volkswagen,Passat,1.6 Trendline,ÖZ DAYI YEGENDEN HATASIZ 65. BİN KM DE TR DE TEK İLK SAHİBİNDEN,Benzin,Manuel,65.000,2010,111.000 TL;
Peugeot,206 +,1.4 Envy,2012 PEJO 206 + FULL VERSİYON LPG YOK ILKSHBINDEN 4 lastık yeni,Benzin,Manuel,112.000,2012,47.500 TL;
Opel,Omega,2.2,YÜZDE YÜZ ORİJİNAL EKSİKSİZ !!,Benzin,Manuel,209.000,2001,52.000 TL;
Opel,Corsa,1.2 Enjoy,MEMURDAN TEMİZ TWİNPORT,Benzin,Manuel,150.000,2009,57.000 TL;
Peugeot,206,1.4 HDi Sporty,tek kapı sunrooflu Peugeot 206,Benzin,Manuel,310.000,2005,21.500 TL;
Volkswagen,Golf,1.0 TSI Midline Plus,HATASIZ GOLF 7.5 EXTRALI BİBLO ARAÇ,Benzin,Manuel,68.000,2017,138.000 TL;
Opel,Astra,1.6 Enjoy,GÜÇ OTOMOTİV DEN 2010 MODEL Astra 1.6 Enjoy Active Select Manuel,Benzin,Manuel,137.000,2010,74.500 TL;
"Nissan,Micra,1.2 Mood,""Nissan Micra 1.2 Mood - Değişen Yok , Hasar Kaydı Yok"",Benzin,Manuel,193.000,2006,36.500 TL";
"Audi,A4,A4 Sedan 1.8 TFSI,""Hatasız, Boyasız, Tramersiz, Orjinal 79.000km'de. 2011 Audi A4"",Benzin,Manuel,78.000,2011,142.499 TL";
Citroën,C-Elysée,1.2 VTi Confort,Arena MOTORSdan 2013 CİTROEN C-ELYSEE 1.2 VTİ COMFORT PLUS PK,Benzin,Manuel,79.000,2013,64.750 TL;
Hyundai,Accent,1.3 LX,satılık 2000 model accent,Benzin,Manuel,229.000,2000,22.500 TL;
Renault,Clio,1.2 Authentique,acil satilik çok temiz düşük kilometrede,Benzin,Manuel,122.132,2006,34.750 TL;
Renault,R 9,1.4 Broadway RNi,Orjinal 1997 247000 binde,Benzin,Manuel,249.000,1997,17.000 TL;
Volkswagen,Jetta,1.2 TSI Comfortline,2013 Boyasız Değişensiz Hasar kayıtsız 82.000km Jetta,Benzin,Manuel,82.000,2013,118.000 TL;
Volkswagen,Jetta,1.4 TSI Comfortline,askeri personelden temiz jetta,Benzin,Manuel,113.800,2008,83.500 TL;
Opel,Corsa,1.4 Twinport Enjoy,HİLAL OTODAN 2012 MODEL OPEL CORSA 1.4 ENJOY TWİNPORT 84000 KM,Benzin,Manuel,84.000,2012,76.500 TL;
Skoda,Fabia,1.2 Classic,Sahibinden Düşük KM Orijinal Skoda,Benzin,Manuel,135.000,2008,48.500 TL;
"Renault,Clio,0.9 TCe Icon,""clio icon...Sadece 40.000 km de , sıfırdan farksız, en dolusu.."",Benzin,Manuel,40.000,2014,78.750 TL";
Honda,Civic,1.6i VTEC Dream,honda civic 2015,Benzin,Manuel,42.000,2015,132.000 TL;
Volkswagen,Polo,1.2 Trendline,Düşük KM'de Sahibinden Temiz Polo,Benzin,Manuel,60.000,2011,67.000 TL;
Seat,Toledo,1.2 TSI Style,SÖNMEZSOY AUTODAN TÜRKİYE EN UCUZU SEAT TOLEDO 2016 MODEL,Benzin,Manuel,110.000,2016,93.500 TL;
Ford,Mondeo,2.0 GLX,Ford mondeo,Benzin,Manuel,255.000,1998,26.500 TL;
Volkswagen,Polo,1.4 Chrome Edition,HATASIZ BOYASIZ 1.4 BENZİNLİ POLO ( 47.000 KM'DE),Benzin,Manuel,47.000,2014,99.750 TL;
Volkswagen,Golf,1.2 TSI Comfortline,Degişensiz Bakımlı Golf 7,Benzin,Manuel,118.000,2014,121.000 TL;
Renault,Symbol,1.0 Joy,2019 SIFIR RENAULT SYMBOL HATASIZ,Benzin,Manuel,1.900,2019,87.500 TL;
Volkswagen,Polo,1.4 Chrome Edition,HATASIZ İLK SAHİBİNDEN,Benzin,Manuel,186.000,2013,89.000 TL;
Hyundai,Getz,1.4 DOHC Start,KAYRA OTOMOTİVDEN 2009 HYUNDAI GETZ 1.4 DOHC START 145.000 KM,Benzin,Manuel,145.000,2009,54.500 TL;
Renault,R 19,1.4 Europa RL,sahibinden renault 19 RN 1.4 benzin,Benzin,Manuel,140.000,1997,21.500 TL;
Seat,Leon,1.4 TSI FR,SEAT LEON FR 140 HP 65.000 KM DE,Benzin,Manuel,65.000,2015,129.000 TL;
Renault,Clio,0.9 TCe Touch,ANTOTO VE 2. EL GÜVENCESİYLE CLİO 0.9,Benzin,Manuel,1.001,2019,99.000 TL;
Opel,Corsa,1.4 Swing,ORJİNAL CORSA,Benzin,Manuel,153.000,1997,32.000 TL;
Renault,Clio,1.2 Joy,2015 RENAULT CLIO 1.2 JOY HATASIZ BOYASIZ EMSALSİZ 34.000 KM,Benzin,Manuel,38.000,2015,77.500 TL;
Dacia,Sandero,1.4 Ambiance,SAHİNDEN SATILIK DACİA SANDERO,Benzin,Manuel,164.000,2010,45.000 TL;
Skoda,Fabia,1.2 Ambition,TOYOTA PLAZA MEZCAR DAN Fabia 1.2 Ambition MANUEL VİTES,Benzin,Manuel,211.835,2012,52.750 TL;
Opel,Astra,1.6 Edition Plus,2017 MODEL OPEL ASTRA EDİTİON PLUS HATASIZ ORJİNAL,Benzin,Manuel,39.000,2017,116.000 TL;
Volkswagen,Golf,1.2 TSI Midline Plus,Hatasız Boyasız & Düşük Km Golf 7 & Özel Yapım,Benzin,Manuel,81.000,2012,117.500 TL;
Volkswagen,Passat,1.8 T Highline,1999 mdl 2. Sahibinden 1.8T highline,Benzin,Manuel,420.000,1999,41.750 TL;
Hyundai,i20,1.2 D-CVVT Sense,Hyundai i20 Sense 2014 Model,Benzin,Manuel,65.700,2014,73.500 TL;
Hyundai,i20,1.2 D-CVVT Sense,Hyundai i20 Sense 2014 Model,Benzin,Manuel,65.700,2014,73.500 TL;
